IATA,ICAO,Airline,Call sign,Country,Comments
AP,ADH,Air One,HERON,Italy,
AQ,AAH,Aloha Airlines,ALOHA,United States,Ceased operations; former IATA code: TS
AQ,MPJ,MAP-Management and Planung,MAPJET,Austria,
AR,ARG,Aerolíneas Argentinas,ARGENTINA,Argentina,
AS,ASA,"Alaska Airlines, Inc.",ALASKA,United States,
AT,RAM,Royal Air Maroc,ROYALAIR MAROC,Morocco,
AU,AUT,Austral Líneas Aéreas,AUSTRAL,Argentina,
AV,AVA,Avianca - Aerovías del Continente Americano S.A.,AVIANCA,Colombia,
AW,AFW,Africa World Airlines,BLACKSTAR,Ghana,
AW,SCH,CHC Airways,SCHREINER,Netherlands,formerly Schreiner Airways
AW,DIR,Dirgantara Air Service,DIRGANTARA,Indonesia,
AX,LOF,Trans States Airlines,WATERSKI,United States,
AY,FIN,Finnair,FINNAIR,Finland,
AZ,AZA,Alitalia,ALITALIA,Italy,
B2,BRU,Belavia Belarusian Airlines,BELARUS AVIA,Belarus,
B3,BLV,Bellview Airlines,BELLVIEW AIRLINES,Nigeria,
B4,BCF,BACH Flugbetriebsges,BACH,Austria,
B4,BKA,Bankair,BANKAIR,United States,
B5,FLT,Flightline,FLIGHTLINE,United Kingdom,defunct
B6,JBU,JetBlue Airways,JETBLUE,United States,
B8,ERT,Eritrean Airlines,ERITREAN,Eritrea,
B9,BGD,Air Bangladesh,AIR BANGLA,Bangladesh,defunct
BA,BAW,British Airways,SPEEDBIRD,United Kingdom,
BB,SBS,Seaborne Airlines,SEABORNE,United States,
BC,SKY,Skymark Airlines,SKYMARK,Japan,
BD,BMA,BMI,MIDLAND,United Kingdom,Ceased operations
BE,BEE,Flybe,JERSEY,United Kingdom,
BF,RSR,Aero-Service,CONGOSERV,Republic of the Congo,
BF,BBD,Bluebird Cargo,BLUE CARGO,Iceland,
BG,BBC,Biman Bangladesh Airlines,BANGLADESH,Bangladesh,
BH,,Hawkair,,Canada,
BI,RBA,Royal Brunei Airlines,BRUNEI,Brunei,
BJ,LBT,Nouvel Air Tunisie,NOUVELAIR,Tunisia,
BK,PDC,Potomac Air,DISTRICT,United States,
BL,PIC,Pacific Airlines,PACIFIC AIRLINES,Vietnam,
BM,,Air Sicilia,,Italy,
BM,BMR,BMI Regional,MIDLAND,United Kingdom,
BN,BNF,Braniff International Airways,Braniff,United States,defunct
BN,,Forward Air International Airlines,,United States,
BN,HZA,Horizon Airlines,HORIZON,Australia,defunct
BO,BOU,Bouraq Indonesia Airlines,BOURAQ,Indonesia,
BP,BOT,Air Botswana,BOTSWANA,Botswana,
BQ,ROM,Aeromar Lineas Aereas Dominicanas,BRAVO QUEBEC,Dominican Republic,defunct
BQ,BTL,Baltia Air Lines,BALTIA,United States,"Callsign changed from ""BALTIA FLIGHT"" in 2015[6]"
BR,EVA,EVA Air,EVA,Taiwan,
BS,BIH,British International Helicopters,BRINTEL,United Kingdom,
BT,BTI,Air Baltic,AIRBALTIC,Latvia,
BU,BUN,Buryat Airlines Aircompany,BURAL,Russia,
BV,BPA,Blue Panorama Airlines,BLUE PANOROMA,Italy,
BW,BWA,Caribbean Airlines,CARIBBEAN,Trinidad and Tobago,
BX,ABL,Air Busan,,Republic of Korea,
BX,CST,Coast Air,COAST CENTER,Norway,
BY,TOM,Thomson Airways,TOMSON,United Kingdom,
BZ,BDA,Blue Dart Aviation,BLUE DART,India,
BZ,KEE,Keystone Air Service,KEYSTONE,Canada,
C3,IPR,Independent Carrier (ICAR),ICAR,Ukraine,
C4,IMX,Zimex Aviation,ZIMEX,Switzerland,
C5,UCA,CommutAir,COMMUTAIR,United States,
C6,CJA,CanJet,CANJET,Canada,
C7,CIN,Cinnamon Air,CINNAMON,Sri Lanka,
C7,RLE,Rico Linhas Aéreas,RICO,Brazil,
C8,ICV,Cargolux Italia,CARGO MED,Italy,
C8,WDY,Chicago Express Airlines,WINDY CITY,United States,defunct
C9,RUS,Cirrus Airlines,CIRRUS AIR,Germany,defunct
CA,CCA,Air China,AIR CHINA,China,
CB*,KFS,Kalitta Charters II,KALITTA,United States,Operates B727-200's & DC9's
CC,ABD,Air Atlanta Icelandic,ATLANTA,Iceland,
CC,MCK,Macair Airlines,,Australia,
CD,LLR,Alliance Air,ALLIED,India,
CD,CND,Corendon Dutch Airlines,DUTCH CORENDON,Netherlands,
CE,NTW,Nationwide Airlines,NATIONWIDE,South Africa,
CF,SDR,City Airline,SWEDESTAR,Sweden,
CG,TOK,Airlines PNG,BALUS,Papua New Guinea,
CH,BMJ,Bemidji Airlines,BEMIDJI,United States,
CI,CAL,China Airlines,DYNASTY,Taiwan,
CJ,CBF,China Northern Airlines,CHINA NORTHERN,China,defunct.
CJ,CFE,CityFlyer Express,FLYER,United Kingdom,
CK,CKK,China Cargo Airlines,CARGO KING,China,
CL,CLH,Lufthansa CityLine,HANSALINE,Germany,
CM,CMP,Copa Airlines,COPA,Panama,
CN,,Islands Nationair,,Papua New Guinea,
CN,WWD,Westward Airways,WESTWARD,United States,
CO,COA,Continental Airlines,CONTINENTAL,United States,ICAO Code and callsign withdrawn
CO,,Continental Express,JETLINK,United States,
CP,CDN,Canadian Airlines,CANADIAN,Canada,defunct
CP,CPC,Canadian Pacific Airlines,EMPRESS,Canada,ICAO Code and callsign no longer allocated
CP,CPZ,Compass Airlines,COMPASS ROSE,United States,
CQ,CCW,Central Charter,CENTRAL CHARTER,Czech Republic,
CQ,EXL,Sunshine Express Airlines,,Australia,
CR,ABC,OAG,,United Kingdom,
CS,CMI,Continental Micronesia,AIR MIKE,United States,
CT,CAT,Civil Air Transport,Mandarin,Taiwan,defunct
CU,CUB,Cubana de Aviación,CUBANA,Cuba,
CV,CVA,Air Chathams,CHATHAM,New Zealand,
CV,CLX,Cargolux,CARGOLUX,Luxembourg,
CW,CWM,Air Marshall Islands,AIR MARSHALLS,Marshall Islands,
CX,CPA,Cathay Pacific,CATHAY,Hong Kong,
CY,CYP,Cyprus Airways,CYPRUS,Cyprus,
CZ,CSN,China Southern Airlines,CHINA SOUTHERN,China,
D2,SSF,Severstal Air Company,SEVERSTAL,Russia,
D3,DAO,Daallo Airlines,DALO AIRLINES,Djibouti,
D4,LID,Alidaunia,ALIDA,Italy,
D5,DAU,Dauair,DAUAIR,Germany,
D6,ILN,Interair South Africa,INLINE,South Africa,
D7,XAX,AirAsia X,XANADU,Malaysia,
D7,XFA,FlyAsianXpress,FAX AIR,Malaysia,
D8,IBK,Norwegian Air International,NORTRANS,Ireland,subsidiary of Norwegian Air Shuttle[21]
D9,DNV,Donavia,DONAVIA,Russia,formerly Aeroflot-Don
DA,GRG,Air Georgia,AIR GEORGIA,Georgia,
DB,BZH,Brit Air,BRITAIR,France,
DC,GAO,Golden Air,GOLDEN,Sweden,
DD,NOK,Nok Air,NOK AIR,Thailand,
DE,CFG,Condor Flugdienst,CONDOR,Germany,
DG,SRQ,Tigerair Philippines,SEATIGER,Philippines,Formerly SEAir and to be renamed to Go! Air
DH,DVA,Discovery Airways,DISCOVERY AIRWAYS,United States,
DH,IDE,Independence Air,INDEPENDENCE AIR,United States,defunct
DI,BAG,Dba,SPEEDWAY,Germany,Merged into Air Berlin
,,,,,
DJ,PBN,Pacific Blue,BLUEBIRD,New Zealand,Controlled Dupe IATA with Virgin Australia
DJ,PLB,Polynesian Blue,POLYBLUE,New Zealand,"Controlled Dupe IATA, Code reserved but not in use, PBN (Bluebird) used."
DJ,VOZ,Virgin Australia,VELOCITY,Australia,
DJ,VBH,Virgin Blue Holdings,BLUEY,Australia,Code used for Virgin Australia wet-leased operations.
DK,ELA,Eastland Air,,Australia,
DL,DAL,Delta Air Lines,DELTA,United States,
DM,,Maersk,,Denmark,Defunct
DO,DOA,Dominicana de Aviación,DOMINICANA,Dominican Republic,defunct
DP,FCA,First Choice Airways,JETSET,United Kingdom,
DQ,,Coastal Air,U.S. Virgin Islands,United States,
DS,EZS,easyJet Switzerland,TOPSWISS,Switzerland,
DT,DTA,TAAG Angola Airlines,DTA,Angola,
DU,NLH,Norwegian Long Haul,NORSTAR,Norway,subsidiary of Norwegian Air Shuttle
DV,LTF,Lufttaxi Fluggesellschaft,Garfield,Germany,
DV,ACK,Nantucket Airlines,ACK AIR,United States,WAS 9k
DW,UCR,Aero-Charter Ukraine,CHARTER UKRAINE,Ukraine,
DX,DTR,DAT Danish Air Transport,DANISH,Denmark,
DY,NAX,Norwegian Air Shuttle,NOR SHUTTLE,Norway,
E0,ESS,Eos Airlines,NEW DAWN,United States,
E1,,Everbread,,United Kingdom,
E2,KMP,Kampuchea Airlines,KAMPUCHEA,Cambodia,IATA was KT
E2,GRN,Rio Grande Air,GRANDE,United States,defunct
E3,DMO,Domodedovo Airlines,DOMODEDOVO,Russia,defunct
E4,RSO,Aero Asia International,AERO ASIA,Pakistan,defunct
E5,BRZ,Samara Airlines,BERYOZA,Russia,defunct
E6,,Bringer Air Cargo Taxi Aéreo,,Brazil,
E7,ESF,Estafeta Carga Aérea,,Mexico,
E7,EAF,European Aviation Air Charter,EUROCHARTER,United Kingdom,
E8,ELG,Alpi Eagles,ALPI EAGLES,Italy,"defunct, ICAO code no longer allocated"
E9,CXS,Boston-Maine Airways,CLIPPER CONNECTION,United States,Pan Am Clipper Connection Pan Am III
EA,EAL,Eastern Air Lines,EASTERN,United States,defunct
EA,EAL,European Air Express,STAR WING,Germany,
EC,TWN,Avialeasing Aviation Company,TWINARROW,Uzbekistan,
ED*,ABQ,Airblue,PAKBLUE,Pakistan,
EE,EAY,Aero Airlines,REVAL,Estonia,defunct
EF,EFA,Far Eastern Air Transport,Far Eastern,Taiwan,
EG,JAA,Japan Asia Airways,ASIA,Japan,defunct
EH,AKX,Air Nippon Network Co. Ltd.,ALFA WING,Japan,
EH,SET,SAETA,SAETA,Ecuador,
EI,EIN,Aer Lingus,SHAMROCK,Ireland,
EJ,NEA,New England Airlines,NEW ENGLAND,United States,
EK,UAE,Emirates Airline,EMIRATES,United Arab Emirates,
EL,ANK,Air Nippon,ANK AIR,Japan,"merged into All Nippon Airways, ICAO code no longer allocated"
EM,CFS,Empire Airlines,EMPIRE AIR,United States,
EM*,AEB,Aero Benin,AEROBEN,Benin,defunct
EN,DLA,Air Dolomiti,DOLOMITI,Italy,
EO,LHN,Express One International,LONGHORN,United States,defunct
EO,ALX,Hewa Bora Airways,ALLCONGO,Democratic Republic of the Congo,
EP,IRC,Iran Aseman Airlines,ASEMAN,Iran,
EQ,TAE,TAME,TAME,Ecuador,Transporte Aéreos Militares Ecuatorianos
ER,DHL,Astar Air Cargo,D-H-L,United States,"defunct, DHL"
ES,DHX,DHL International,DILMUN,Bahrain,
ET,ETH,Ethiopian Airlines,ETHIOPIAN,Ethiopia,
EU,EEA,Empresa Ecuatoriana De Aviación,ECUATORIANA,Ecuador,
EV,ASQ,Atlantic Southeast Airlines,ACEY,United States,Merged into ExpressJet Airlines
EV,ASQ,ExpressJet,ACEY,United States,
EW,EWG,Eurowings,EUROWINGS,Germany,
EX,BJK,Atlantic Airlines,BLACKJACK,United States,
EX,SDO,Air Santo Domingo,AERO DOMINGO,Dominican Republic,
EY,EFL,Eagle Air,FLYING EAGLE,Tanzania,
EY,ETD,Etihad Airways,ETIHAD,United Arab Emirates,
EZ,EIA,Evergreen International Airlines,EVERGREEN,United States,
EZ,SUS,Sun Air of Scandinavia,SUNSCAN,Denmark,
F2,FLM,Fly Air,FLY WORLD,Turkey,
F3,FSW,Faso Airways,FASO,Burkina Faso,
F4,NBK,Albarka Air,AL-AIR,Nigeria,
F5,COZ,Cosmic Air,COSMIC AIR,Nepal,
F6,RCK,Faroejet,ROCKROSE,Faroe Islands,
F7,BBO,Flybaboo,BABOO,Switzerland,
F9,FFT,Frontier Airlines,FRONTIER FLIGHT,United States,
FA,SFR,Safair,CARGO,South Africa,
FB,LZB,Bulgaria Air,FLYING BULGARIA,Bulgaria,
FC,WBA,Finncomm Airlines,WESTBIRD,Finland,
FD,,Royal Flying Doctor Service,FLYDOC,Australia,
FD,AIQ,Thai AirAsia,THAI ASIA,Thailand,
FE,WCP,Primaris Airlines,WHITECAP,United States,
FF,,Airshop,,Netherlands,
FG,AFG,Ariana Afghan Airlines,ARIANA,Afghanistan,
FH,FHY,Freebird Airlines,FREEBIRD AIR,Turkey,
FH,FUA,Futura International Airways,FUTURA,Spain,defunct
FI,ICE,Icelandair,ICEAIR,Iceland,
FJ,FJI,Fiji Airways,PACIFIC,Fiji,
FK,WTA,Africa West,WEST TOGO,Togo,
FK,KEW,Keewatin Air,BLIZZARD,Canada,
FL,TRS,AirTran Airways,CITRUS,United States,"defunct, last flight 12/30/2014, now part of Southwest Airlines"
FM,CSH,Shanghai Airlines,SHANGHAI AIR,China,
FN,RGL,Regional Air Lines,MAROC REGIONAL,Morocco,
FO,ATM,Airlines of Tasmania,AIRTAS,Australia,
FP,FRE,Freedom Air,FREEDOM,United States,Aviation Services
FP,AND,Servicios Aereos De Los Andes,SERVI ANDES,Peru,2014[2]
FR,RYR,Ryanair,RYANAIR,Ireland,
FS,ACL,Itali Airlines,SPADA,Italy,Former name: Transporti Aerei Italiani; former IATA Code: 9X*; former ICAO code: ACO
FS,STU,Servicios de Transportes Aéreos Fueguinos,FUEGUINO,Argentina,ICAO and call sign not current
FT,SRH,Siem Reap Airways,SIEMREAP AIR,Cambodia,
FV,PLK,Pulkovo Aviation Enterprise,PULKOVO,Russia,defunct merged into Rossiya (airline)
,,,,,
FV,SDM,Rossiya,RUSSIA,Russia,Airline merged with Pulkovo Aviation Enterprise and renamed to Rossiya
FW,IBX,Ibex Airlines,IBEX,Japan,
FX,FDX,Federal Express,FEDEX,United States,
FY,FFM,Firefly,FIREFLY,Malaysia,
FY,NWR,Northwest Regional Airlines,,Australia,
FZ,FDB,Flydubai,SKYDUBAI,UAE,
G0,GHB,Ghana International Airlines,GHANA AIRLINES,Ghana,
G1,,Gorkha Airlines,GORKHA AIRLINES,Nepal,?ICAO
G2,VXG,Avirex,AVIREX-GABON,Gabon,
G3,CIX,City Connexion Airlines,CONNEXION,Burundi,defunct
G3,GLO,Gol Transportes Aéreos,GOL TRANSPORTE,Brazil,Brazilian low-cost airline.
G4,AAY,Allegiant Air,ALLEGIANT,United States,
G5,HXA,China Express Airlines,CHINA EXPRESS,China,
G6,BSR,Guine Bissaur Airlines,BISSAU AIRLINES,Guinea-Bissau,
G6,WLG,Air Volga,GOUMRAK,Russia,
G7,GNF,Gandalf Airlines,Gandalf,Italy,
G7,GJS,GoJet Airlines,LINDBERGH,United States,
G8,AGB,Air Service Gabon,,Gabon,defunct
G8,ENK,Enkor JSC,ENKOR,Russia,
G8,GOW,GoAir,GOAIR,India,
G8,GUJ,Gujarat Airways,GUJARATAIR,India,
G9,ABY,Air Arabia,ARABIA,United Arab Emirates,
GA,GIA,Garuda Indonesia,INDONESIA,Indonesia,
GB,ABX,Airborne Express,ABEX,United States,"August 14, 2003 merged into DHL"
GB,ABX,ABX Air,ABEX,United States,"August 15, 2003 Air operations of former Airborne Express"
GC,GNR,Gambia International Airlines,GAMBIA INTERNATIONAL,Gambia,
GD,AHA,Air Alpha Greenland,AIR ALPHA,Denmark,sold to Air Greenland
GE,TNA,TransAsia Airways,,Taiwan,
GF,GBA,Gulf Air Bahrain,GULF BAHRAIN,Bahrain,
GG,GUY,Air Guyane,GREEN BIRD,French Guiana,
GG,HAH,Air Comores International,AIR COMORES,Comoros,
GG,GGC,Cargo 360,LONG-HAUL,United States,
GH,GHA,Ghana Airways,GHANA,Ghana,
GI,IKA,Itek Air,ITEK-AIR,Kyrgyzstan,?ICAO confirmed; IATA not
GJ,MXC,Compania Mexicargo,MEXICARGO,Mexico,
GJ,CDC,CDI Cargo Airlines,HUALONG,China,
GJ,EEZ,Eurofly,E-FLY,Italy,
GK,,Go One Airways,,United Kingdom,Defunct?
GK,,JetStar Japan,,Japan,
GL,GRL,Air Greenland,GREENLAND,Denmark,
GL,GRL,Air Greenland,GREENLAND,Greenland,
,,,,Denmark,
GL,BSK,Miami Air International,BISCAYNE,United States,
GM,SVK,Air Slovakia,SLOVAKIA,Slovakia,ICAO code no longer allocated
GN,AGN,Air Gabon,GOLF NOVEMBER,Gabon,defunct
GO,KZU,Kuzu Airlines Cargo,KUZU CARGO,Turkey,
GP,GES,Gestair,GESTAIR,Spain,
GP,PTP,Palau Trans Pacific Airlines,TRANS PACIFIC,Palau,
GQ,BSY,Big Sky Airlines,BIG SKY,United States,
GR,AUR,Aurigny Air Services,AYLINE,United Kingdom,
GR,GCO,Gemini Air Cargo,GEMINI,United States,
GS,UPA,Air Foyle,FOYLE,United Kingdom,"defunct, ICAO code no longer allocated"
GS,GUN,Grant Aviation,HOOT,United States,
GT,GBL,GB Airways,GEEBEE AIRWAYS,United Kingdom,
GV,ARF,Aero Flight,Aero Fox,Germany,defunct
GW,KIL,Kuban Airlines,AIR KUBAN,Russia,
GW,SGR,SkyGreece Airlines,SKYGREECE,Greece,
GX,GBC,Guangxi Beibu Gulf Airlines,,China,
GX,JXX,JetX Airlines,JETBIRD,Iceland,
GX,,Pacificair,,Philippines,
GY,,Guyana Airways 2000,,,
GY,TMG,Tri-MG Intra Asia Airlines,TRILINES,Indonesia,
GZ,RAR,Air Rarotonga,AIR RAROTONGA,Cook Islands,
H2,SKU,Sky Airline,AEROSKY,Chile,
H4,,Héli Sécurité Helicopter Airlines,,France,
H4,IIN,Inter Island Airways,,Cape Verde,
H5,HOA,Hola Airlines,HOLA,Spain,
H5,MVL,Mavial Magadan Airlines,Mavial,Russia,
H6,HAG,Hageland Aviation Services,HAGELAND,United States,
H7,EGU,Eagle Air,AFRICAN EAGLE,Uganda,
H8,KHB,Dalavia,DALAVIA,Russia,
H9,HAD,Air D'Ayiti,HAITI AVIA,Haiti,
H9,IZM,Izair,IZMIR,Turkey,
HA,HAL,Hawaiian Airlines,HAWAIIAN,United States,
HB,HAR,Harbor Airlines,HARBOR,United States,
HC,ATI,Aero-Tropics Air Services,,Australia,defunct
HC,HCC,Holidays Czech Airlines,CZECH HOLIDAYS,Czech Republic,
HC,,Iceland Express,,Iceland,Ceased operations 2012
HD,HLN,Air Holland,ORANGE,Netherlands,defunct
HD,ADO,AIRDO,AIR DO,Japan,
HE,LGW,Luftfahrtgesellschaft Walter,WALTER,Germany,
HF,HLF,Hapagfly,HAPAG LLOYD,Germany,TUIfly
HG,NLY,Niki,FLYNIKI,Austria,
HH,,Hope Air,HOPE AIR,Canada,
HJ,AXF,Asian Express Airlines,FREIGHTEXPRESS,Australia,[citation needed]
HJ,HEJ,Hellas Jet,HELLAS JET,Greece,ceased operation in 2010
HK,FSC,Four Star Aviation / Four Star Cargo,FOUR STAR,United States,Virgin Islands
HM,SEY,Air Seychelles,SEYCHELLES,Seychelles,
HN,HVY,Heavylift Cargo Airlines,HEAVY CARGO,Australia,
HO,DJA,Antinea Airlines,ANTINEA,Algeria,defunct
HO,DKH,Juneyao Airlines,JUNEYAO AIRLINES,China,
HP,AWE,America West Airlines,CACTUS,United States,Merged with US Airways
HP,,Hawaiian Pacific Airlines,,United States,defunct
HP,HPA,Pearl Airways,PEARL AIRWAYS,Haiti,IATA code withdrawn
HP,,Phoenix Airways,,Switzerland,
HQ,HMY,Harmony Airways,HARMONY,Canada,
HQ,TCW,Thomas Cook Airlines,THOMAS COOK,Belgium,
HR,HHN,Hahn Air,ROOSTER,Germany,
HT,AHW,Aeromist-Kharkiv,AEROMIST,Ukraine,defunct
HU,CHH,Hainan Airlines,HAINAN,China,
HV,TRA,Transavia Holland,TRANSAVIA,Netherlands,
HW,FHE,Hello,FLYHELLO,Switzerland,
HW,NWL,North-Wright Airways,NORTHWRIGHT,Canada,
HX,CRK,Hong Kong Airlines,BAUHINIA,Hong Kong,
HY,UZB,Uzbekistan Airways,UZBEK,Uzbekistan,
HZ,SHU,Sakhalinskie Aviatrassy (SAT),SATAIR,Russia,
HZ,SOZ,Sat Airlines,SATCO,Kazakhstan,
I2,IBS,Iberia Express,IBEREXPRESS,Spain,"Charter service, low cost carrier for EU flights of Iberia operating only A320's"
I4,FWA,Interstate Airlines,FREEWAYAIR,Netherlands,
I5,IAD,AirAsia India,ARIYA,India,Founded 28. Mar 2013
I6,SEQ,Sky Eyes,SKY EYES,Thailand,
I7,PMW,Paramount Airways,PARAWAY,India,
I9,IBU,Indigo,INDIGO BLUE,United States,
I9*,AEY,Air Italy,AIR ITALY,Italy,merged into Meridiana
IA,IAW,Iraqi Airways,IRAQI,Iraq,
IB,IBE,Iberia Airlines,IBERIA,Spain,
IC,IAC,Indian Airlines,INDAIR,India,
ID,ITK,Interlink Airlines,INTERLINK,South Africa,
IE,SOL,Solomon Airlines,SOLOMON,Solomon Islands,
IF,ISW,Islas Airways,PINTADERA,Spain,
IG,ISS,Meridiana,MERIDIANA,Italy,Callsign was MERAIR
IH,,Falcon Aviation,,Sweden,
IH,MZA,Irtysh Air,IRTYSH AIRLINES,Kazakhstan,Old IATA code: IT; old ICAO code: IRT
II,CSQ,IBC Airways,CHASQUI,United States,
IJ,GWL,Great Wall Airlines,GREAT WALL,China,
IJ,SJO,Spring Airlines Japan,JEY SPRING,Japan,
IK,KAR,Ikar,IKAR,Russian Federation,
IK,LKN,Lankair,Lankair,Sri Lanka,
IM,MNJ,Menajet,MENAJET,Lebanon,
IN,MAK,MAT Macedonian Airlines,MAKAVIO,Macedonia,
IN,NIH,NAM Air,NAM,Indonesia,
IO,IAA,Indonesian Airlines,INDO LINES,Indonesia,
IP,JOL,Atyrau Air Ways,EDIL,Kazakhstan,
IQ,AUB,Augsburg Airways,AUGSBURG-AIR,Germany,defunct
IR,IRA,Iran Air,IRANAIR,Iran,Was B9
IT,KFR,Kingfisher Airlines,KINGFISHER,India,
IT,TTW,Tigerair Taiwan,SMART CAT,Taiwan,
IV,JET,Wind Jet,GHIBLI,Italy,
IW,AOM,AOM French Airlines,French Lines,France,defunct
IX,AXB,Air India Express,EXPRESS INDIA,India,
IY,IYE,Yemenia,YEMENI,Yemen,
IZ,AIZ,Arkia Israel Airlines,ARKIA,Israel,
J2,AHY,Azerbaijan Airlines,AZAL,Azerbaijan,
J3,PLR,Northwestern Air,POLARIS,Canada,
J4,BFL,Buffalo Airways,BUFFALO,Canada,
J4,JCI,Jordan International Air Cargo,,Jordan,
J6,AOC,AVCOM,AERO AVCOM,Russia,
J7,CVC,Centre-Avia,AVIACENTRE,Russia,
J7,DNM,Denim Air,DENIM,Netherlands,
J7,VJA,ValuJet Airlines,CRITTER,United States,Now operating as AirTran Airways. J7 Reassigned.
J8,BVT,Berjaya Air,BERJAYA,Malaysia,
J9,GIF,Guinee Airlines,GUINEE AIRLINES,Guinea,defunct
J9,JZR,Jazeera Airways,JAZEERA,Kuwait,
JA,BON,B&H Airlines,Air Bosna,Bosnia and Herzegovina,
JB,JBA,Helijet,HELIJET,Canada,
JC,JEX,JAL Express,JANEX,Japan,
JE,MNO,Mango,TULCA,South Africa,
JF,JAA,Jet Asia Airways,JET ASIA,Thailand,
JF,LAB,L.A.B. Flying Service,LAB,United States,
JH,NES,Nordeste Linhas Aéreas Regionais,NORDESTE,Brazil,
JI,JAE,Jade Cargo International,JADE CARGO,China,
JI,MDW,Midway Airlines (1993–2003),MIDWAY,United States,defunct
JJ,AGX,Aviogenex,GENEX,Serbia,
JJ,TAM,TAM Brazilian Airlines,TAM,Brazil,
JK,JKK,Spanair,SPANAIR,Spain,defunct
JL,JAL,Japan Airlines,JAPANAIR,Japan,Japan Airlines International
JL,JAL,Japan Airlines Domestic,J-BIRD,Japan,defunct
JM,AJM,Air Jamaica,JAMAICA,Jamaica,
JM,JKT,Jetstar Hong Kong Airways,KAITAK,China,
JN,XLA,Excel Airways,EXPO,United Kingdom,
JO,JAZ,JALways,JALWAYS,Japan,
JO,JTG,Jettime,JETTIME,Denmark,
JP,ADR,Adria Airways,ADRIA,Slovenia,
JQ,JST,Jetstar Airways,JETSTAR,Australia,
JR,SER,Aero California,AEROCALIFORNIA,Mexico,
JS,KOR,Air Koryo,AIR KORYO,Democratic People's Republic of Korea,
JT,LNI,Lion Mentari Airlines,LION INTER,Indonesia,
JU,ASL,Air Serbia,AIR SERBIA,Serbia,formally JAT
JU,JAT,Jat Airways,JAT,Serbia,Name changed to Air Serbia
JV,BLS,Bearskin Lake Air Service,BEARSKIN,Canada,
JW,APW,Arrow Air,BIG A,United States,defunct
JW,VNL,Vanilla Air,VANILLA,Japan,
JX,JEC,Jett8 Airlines Cargo,,Singapore,
JY,IWY,Air Turks and Caicos,ISLANDWAYS,Turks and Caicos Islands,Name changed from Interisland Airways Limited
JY,TCI,Air Turks and Caicos,KERRMONT,Turks and Caicos Islands,ICAO code no longer allocated
JZ,SKX,Avia Express,SKY EXPRESS,Sweden,Former names: AMA-Flyg I Goteborg; Salair; former ICAO code: AAX
JZ,SKX,Skyways Express,SKY EXPRESS,Sweden,Ceased operations 2012; Operations continue as Avia Express
K2,ELO,Eurolot,EUROLOT,Poland,
K4,CKS,Kalitta Air,CONNIE,United States,Operates 747-200's & -400's
K5,SQH,SeaPort Airlines,SASQUATCH,United States,Former airline: Wings of Alaska now part of SeaPort Airlines. Alternative callsign: WINGS (for VFR flights only). Former ICAO code: WAK.
K6,KHV,Angkor Air,AIR ANGKOR,Cambodia,
K6,KHV,Cambodia Angkor Air,ANGKOR AIR,Cambodia,
K6,KZW,Khalifa Airways,KHALIFA AIR,Algeria,
K8,ZAK,Airlink Zambia,,Zambia,Zambia Skyways Limited
K9,KFS,Kalitta Charters,KALITTA,United States,"Operates Lear 20's & 30's, Falcon 20's, & King Airs"
K9,KRI,Krylo Airlines,Krylo,Russia,
KA,HDA,"Dragonair, Hong Kong Dragon Airlines",DRAGON,Hong Kong,
KB,DRK,Druk Air,ROYAL BHUTAN,Bhutan,
KC,KZR,Air Astana,ASTANALINE,Kazakhstan,
KD,AEN,Air Enterprise,AIR ENTERPRISE,France,defunct
KD,KLS,Kalstar Aviation,KALSTAR,Indonesia,
KD,KNI,KD Avia,KALININGRAD AIR,Russia,
KE,KAL,Korean Air,KOREANAIR,South Korea,
KF,BLF,Blue1,BLUEFIN,Finland,
KG,BNX,LAI - Línea Aérea IAACA,AIR BARINAS,Venezuela,
KH,AAH,Aloha Air Cargo,ALOHA,United States,
KI,AAG,Air Atlantique,ATLANTIC,United Kingdom,"Former name: Atlantic Air Transport; former IATA codes: 7M, DG, transferred to Atlantic Flight Training in 2014."
KI,DHI,Adam Air,ADAM SKY,Indonesia,defunct
KJ,AAZ,Asian Air,,Kyrgyzstan,
KJ,LAJ,British Mediterranean Airways,BEE MED,United Kingdom,
KK,KKK,Atlasjet,ATLASJET,Turkey,
KL,KLM,KLM,KLM,Netherlands,
KM,AMC,Air Malta,AIR MALTA,Malta,
KN,CUA,China United Airlines,LIANHANG,China,
KO,AER,Alaska Central Express,ACE AIR,United States,
KP,KIA,Kiwi International Air Lines,KIWI AIR,United States,
KQ,KQA,Kenya Airways,KENYA,Kenya,
KR,CWK,Comores Airlines,CONTICOM,Comoros,
KS,PEN,Peninsula Airways,PENINSULA,United States,
KU,KAC,Kuwait Airways,KUWAITI,Kuwait,
KUS,National Airlines,KUSWAG,South Africa,,
KV,MVD,Kavminvodyavia,AIR MINVODY,Russia,
KW,KHK,Kharkiv Airlines,SUNRAY,Ukraine,
KW,WAN,Wataniya Airways,WATANIYA,Kuwait,
KX,CAY,Cayman Airways,CAYMAN,Cayman Islands,
KY,EQL,Air São Tomé and Príncipe,EQUATORIAL,São Tomé and Príncipe,defunct
KZ,NCA,Nippon Cargo Airlines,NIPPON CARGO,Japan,
L1,,Lufthansa Systems,,Germany,
L2,LYC,Lynden Air Cargo,LYNDEN,United States,
